Schlüssel-Profilmap,Profilnummer,Buchungskreis,Sparte,Profilname,Profiltyp,ProfilID (SBP),SBPNomenklatur,ProfilID (SBP) Map SigLinDe,SBPNomenklaturMapSigLinDE,Stand
,1100043577,,Strom,H0 von VNB SVN0001030 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043588,,Strom,H0 von VNB SVN0001269 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043589,,Strom,G1 von VNB SVN0001095 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100043591,,Strom,H0 von VNB SVN0001489 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043592,,Strom,H0 von VNB SVN0002013 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043599,,Strom,H0 von VNB SVN0001514 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043608,,Strom,H0 von VNB SVN9003461 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043612,,Strom,G2 von VNB SVN0001309 an LIEF SLF9000514,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100043632,,Strom,SRD von VNB SVN0000931 an LIEF SLF9000506,Straßenbeleuchtung,LS0,LS0,LS0,LS0,2019-04-13 00:00:00
,1100043772,,Strom,G0 von VNB SVN0001212 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100043788,,Strom,G00 von VNB SVN0000630 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100043819,,Strom,L00 von VNB SVN0001478 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100043822,,Strom,H0 von VNB SVN0001518 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043823,,Strom,BND von VNB SVN0000615 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100043824,,Strom,BND von VNB SVN0001624 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100043827,,Strom,ES0 von VNB SVN0001412 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1100043834,,Strom,HSH von VNB SVN0001540 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043837,,Strom,G4 von VNB SVN0001540 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100043839,,Strom,G2 von VNB SVN0001540 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100043847,,Strom,H0 von VNB SVN0001309 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043848,,Strom,G4 von VNB SVN0001309 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100043854,,Strom,G1 von VNB SVN0001309 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100043863,,Strom,BAN von VNB SVN0001330 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100043865,,Strom,G1 von VNB SVN0001330 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100043866,,Strom,G2 von VNB SVN0001330 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100043916,,Strom,H11 von VNB SVN0000196 an LIEF SLF9000506,Haushalt,H21,H21,H21,H21,2019-04-13 00:00:00
,1100043927,,Strom,G0 von VNB SVN0000147 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100043955,,Strom,H0I von VNB SVN0000553 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043959,,Strom,BE0 von VNB SVN0000553 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100044012,,Strom,G5 von VNB SVN0000767 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100044014,,Strom,G4 von VNB SVN0000767 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044035,,Strom,G3 von VNB SVN0000940 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100044081,,Strom,EV von VNB SVN0001074 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044085,,Strom,H00 von VNB SVN0001093 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044102,,Strom,G5B von VNB SVN0001163 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100044109,,Strom,G4 von VNB SVN0001164 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044155,,Strom,G4 von VNB SVN0001261 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044175,,Strom,G5 von VNB SVN0001320 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100044176,,Strom,G4 von VNB SVN0001320 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044196,,Strom,H0 von VNB SVN0001361 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044211,,Strom,G4 von VNB SVN0001461 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044213,,Strom,G2 von VNB SVN0001461 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100044224,,Strom,G0 von VNB SVN0001518 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100044229,,Strom,H0 von VNB SVN0001522 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044230,,Strom,G4 von VNB SVN0001522 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044231,,Strom,G2 von VNB SVN0001522 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100044272,,Strom,L2 von VNB SVN0001632 an LIEF SLF9000506,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100044273,,Strom,H00 von VNB SVN0001654 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044286,,Strom,G5 von VNB SVN0001675 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100044290,,Strom,G4 von VNB SVN0001675 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044308,,Strom,G4 von VNB SVN0001698 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044315,,Strom,G4 von VNB SVN0001759 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044328,,Strom,G0S von VNB SVN0001889 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100044347,,Strom,H00 von VNB SVN0001919 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044350,,Strom,SB von VNB SVN0001924 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100044369,,Strom,G3 von VNB SVN0000462 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100044438,,Strom,aeh von VNB SVN0001366 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044483,,Strom,aeh von VNB SVN0001692 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044626,,Strom,G1 von VNB SVN0001327 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100044716,,Strom,H0 von VNB SVN9000507 an LIEF SLF0003007,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044922,,Strom,BA von VNB SVN0000994 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045198,,Strom,EB0 von VNB SVN0000160 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045199,,Strom,G1 von VNB SVN0000160 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100045200,,Strom,G4 von VNB SVN0000160 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100045205,,Strom,G3 von VNB SVN0000160 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045207,,Strom,G0 von VNB SVN0000160 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045222,,Strom,G3 von VNB SVN0000041 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045231,,Strom,B0 von VNB SVN0000147 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045392,,Strom,L0 von VNB SVN0000212 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100045399,,Strom,B0 von VNB SVN0000231 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045459,,Strom,EH0 von VNB SVN0000301 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045599,,Strom,G3 von VNB SVN0000494 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045600,,Strom,BAN von VNB SVN0000494 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045601,,Strom,G1 von VNB SVN0000494 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100045602,,Strom,G0 von VNB SVN0000494 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045603,,Strom,H0 von VNB SVN0000494 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045611,,Strom,G0I von VNB SVN0000553 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045618,,Strom,H0 von VNB SVN0000582 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045642,,Strom,BN2 von VNB SVN0000638 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045648,,Strom,H0 von VNB SVN0000648 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045656,,Strom,G3F von VNB SVN0000657 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045688,,Strom,H0 von VNB SVN0000725 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045697,,Strom,L0 von VNB SVN0000725 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100045708,,Strom,G4 von VNB SVN0000777 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100045723,,Strom,H0 von VNB SVN0000845 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045731,,Strom,G0 von VNB SVN0000845 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045734,,Strom,SBA von VNB SVN0000853 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100045776,,Strom,H12 von VNB SVN0000871 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045777,,Strom,H12 von VNB SVN0000871 an LIEF SLF9000514,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045806,,Strom,H0 von VNB SVN0000985 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045851,,Strom,G0 von VNB SVN0001064 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045880,,Strom,G5 von VNB SVN0001113 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100045884,,Strom,G0 von VNB SVN0001113 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045885,,Strom,BND von VNB SVN0001113 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045903,,Strom,H0 von VNB SVN0001119 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045904,,Strom,G1F von VNB SVN0001137 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100045912,,Strom,G00 von VNB SVN0001161 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045913,,Strom,H00 von VNB SVN0001161 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045916,,Strom,G6 von VNB SVN0001190 an LIEF SLF9000514,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100045919,,Strom,GW1 von VNB SVN0001325 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045958,,Strom,H0 von VNB SVN0001282 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045959,,Strom,G3F von VNB SVN0001305 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045967,,Strom,EB0 von VNB SVN0001315 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100045990,,Strom,G0 von VNB SVN0001337 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045995,,Strom,H0 von VNB SVN0001352 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045997,,Strom,G1 von VNB SVN0001356 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046009,,Strom,G0 von VNB SVN0001393 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046012,,Strom,G1 von VNB SVN0001444 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046013,,Strom,G0 von VNB SVN0001444 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046014,,Strom,H0 von VNB SVN0001444 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046016,,Strom,G1 von VNB SVN0001464 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046020,,Strom,H0 von VNB SVN0001509 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046024,,Strom,L2 von VNB SVN0001546 an LIEF SLF9000506,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100046025,,Strom,L1 von VNB SVN0001546 an LIEF SLF9000506,Milchwirtschaft,L1,L1,L1,L1,2019-04-13 00:00:00
,1100046026,,Strom,EB0 von VNB SVN0001546 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046027,,Strom,G0F von VNB SVN0001548 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046030,,Strom,G0B von VNB SVN0001595 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046033,,Strom,SBB von VNB SVN0001595 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100046040,,Strom,G7 von VNB SVN0001632 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046059,,Strom,G3F von VNB SVN0001676 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046065,,Strom,G1 von VNB SVN0001717 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046070,,Strom,G0 von VNB SVN0001717 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046076,,Strom,G1 von VNB SVN0001720 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046078,,Strom,G4 von VNB SVN0001720 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046079,,Strom,H0 von VNB SVN0001720 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046091,,Strom,H0F von VNB SVN0001728 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046096,,Strom,G0F von VNB SVN0001728 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046097,,Strom,G3F von VNB SVN0001728 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046104,,Strom,H0 von VNB SVN0001787 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046109,,Strom,G3F von VNB SVN0001797 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046110,,Strom,G1F von VNB SVN0001797 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046134,,Strom,G1 von VNB SVN0001883 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046136,,Strom,G0 von VNB SVN0001883 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046137,,Strom,G4 von VNB SVN0001883 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046140,,Strom,G3 von VNB SVN0001883 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046141,,Strom,H0 von VNB SVN0001883 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046142,,Strom,G5 von VNB SVN0001883 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100046143,,Strom,G2 von VNB SVN0001883 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046169,,Strom,GB von VNB SVN0000866 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046171,,Strom,HG0 von VNB SVN0001946 an LIEF SLF9000514,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046172,,Strom,B0 von VNB SVN0002006 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046197,,Strom,G0 von VNB SVN0000866 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046202,,Strom,G3 von VNB SVN0000866 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046205,,Strom,G1 von VNB SVN0000866 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046206,,Strom,H0 von VNB SVN0000866 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046207,,Strom,G4 von VNB SVN0000866 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046390,,Strom,G3 von VNB SVN0000173 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046392,,Strom,G1 von VNB SVN0000173 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046407,,Strom,G0 von VNB SVN0000393 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046414,,Strom,G1 von VNB SVN0000401 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046422,,Strom,G4 von VNB SVN0000423 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046427,,Strom,G3 von VNB SVN0000467 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046433,,Strom,H0 von VNB SVN0000529 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046435,,Strom,G4 von VNB SVN0000529 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046437,,Strom,G2 von VNB SVN0000529 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046438,,Strom,G1 von VNB SVN0000529 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046439,,Strom,BKV von VNB SVN0000529 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046488,,Strom,H00 von VNB SVN0001006 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046494,,Strom,G00 von VNB SVN0001006 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046500,,Strom,G4 von VNB SVN0001072 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046507,,Strom,G5 von VNB SVN0001072 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100046508,,Strom,G3 von VNB SVN0001072 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046516,,Strom,G2 von VNB SVN0001088 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046517,,Strom,G0 von VNB SVN0001088 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046533,,Strom,G3 von VNB SVN0001230 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046534,,Strom,G1 von VNB SVN0001230 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046536,,Strom,G0 von VNB SVN0001267 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046538,,Strom,BAV von VNB SVN0001267 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046549,,Strom,EB0 von VNB SVN0001291 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046557,,Strom,H0 von VNB SVN0001423 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046567,,Strom,G4 von VNB SVN0001425 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046568,,Strom,H0 von VNB SVN0001425 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046569,,Strom,G0 von VNB SVN0001425 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046570,,Strom,G3 von VNB SVN0001425 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046580,,Strom,H0 von VNB SVN0001443 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046590,,Strom,H0 von VNB SVN0001529 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046597,,Strom,G0 von VNB SVN0001529 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046598,,Strom,B0 von VNB SVN0001529 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046605,,Strom,G4 von VNB SVN0001562 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046608,,Strom,G1 von VNB SVN0001562 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046609,,Strom,G0 von VNB SVN0001562 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046610,,Strom,B0 von VNB SVN0001562 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100046615,,Strom,G3 von VNB SVN0001572 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046623,,Strom,H0 von VNB SVN0001617 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046626,,Strom,G4 von VNB SVN0001617 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046627,,Strom,G3 von VNB SVN0001617 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046630,,Strom,G0 von VNB SVN0001617 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046638,,Strom,G3 von VNB SVN0001661 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046645,,Strom,H0 von VNB SVN0001725 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046649,,Strom,G3 von VNB SVN0001725 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046651,,Strom,G1 von VNB SVN0001725 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046652,,Strom,G0 von VNB SVN0001725 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046655,,Strom,G5 von VNB SVN0001729 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100046657,,Strom,H0 von VNB SVN0001759 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
